图片路径,图片种类编号,图片种类名称,top-1-预测编号,top-1-预测名称,top-2-预测编号,top-2-预测名称,top-3-预测编号,top-3-预测名称,top-4-预测编号,top-4-预测名称,top-5-预测编号,top-5-预测名称,种类是否存在于预测top_5中(1/0),墨鱼-预测置信度,寄居蟹-预测置信度,射水鱼-预测置信度,小丑鱼-预测置信度,水母-预测置信度,河豚-预测置信度,海星-预测置信度,海洋生物大白鲨-预测置信度,海洋生物海马-预测置信度,海洋生物鲸鲨-预测置信度,海葵-预测置信度,海豹-预测置信度,海龟-预测置信度,狮子鱼-预测置信度,珊瑚-预测置信度,石头鱼-预测置信度,石斑鱼-预测置信度,章鱼-预测置信度,红尾鲶鱼-预测置信度,蓝吊鱼-预测置信度,蓝鲸-预测置信度,虎鲸-预测置信度,虾-预测置信度,螃蟹-预测置信度,螺类-预测置信度,金鱼-预测置信度,鲈鱼-预测置信度,鲟鱼-预测置信度,鲳鱼-预测置信度,鳄鱼-预测置信度,鳗鱼-预测置信度,黄尾副刺尾鱼-预测置信度,龙虾-预测置信度
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\18.jpg,0,墨鱼,0,墨鱼,29,鳄鱼,27,鲟鱼,4,水母,1,寄居蟹,True,0.9235278,0.007817028,4.435878e-09,8.61601e-09,0.01870091,3.6647947e-07,2.9434763e-05,8.16128e-05,3.173523e-06,2.1079171e-07,3.9060324e-06,7.112522e-06,2.4192016e-07,2.6533247e-05,2.2670619e-07,4.5576344e-06,7.088848e-06,0.0009060672,3.2660515e-07,8.7671225e-07,1.2624763e-08,9.325867e-06,0.00054392376,0.00013923457,0.001610717,4.9500428e-05,2.433444e-05,0.02014786,0.0022198753,0.022204485,2.0229369e-05,3.134683e-07,0.0019128722
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\19.jpg,0,墨鱼,0,墨鱼,16,石斑鱼,30,鳗鱼,7,海洋生物大白鲨,29,鳄鱼,True,0.84162337,1.1132352e-05,0.00033655652,1.475287e-08,0.0010272546,2.7142847e-05,2.1187492e-05,0.03006906,1.271509e-06,2.0751381e-06,0.0019635127,0.0005506674,2.5449177e-05,0.00046871472,0.00012098577,0.002273292,0.059758514,0.0018909968,0.0007245721,3.6212645e-05,0.00015700367,1.0958955e-05,0.00021489472,0.00013457813,4.4062926e-06,0.00014794167,0.00035193944,0.0034102974,1.7303319e-05,0.010584053,0.04291601,0.0011167548,1.8436201e-06
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\2.jpg,0,墨鱼,0,墨鱼,4,水母,24,螺类,27,鲟鱼,1,寄居蟹,True,0.9816125,0.00027819924,1.0479241e-09,1.2426225e-11,0.015428984,4.7918496e-09,4.888258e-07,7.959273e-06,4.8460077e-08,3.0733315e-08,3.6076734e-05,1.5315036e-08,3.686226e-08,2.8600104e-07,6.18334e-05,1.7863911e-05,5.3760405e-06,7.632387e-06,3.1846913e-08,2.0514287e-07,1.7727434e-12,4.8284426e-07,4.9784157e-06,3.9750635e-08,0.0018253201,3.749502e-07,6.029257e-06,0.00039408923,3.7449314e-05,0.0002446713,6.9076845e-07,2.290523e-09,2.8420573e-05
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\20.jpg,0,墨鱼,0,墨鱼,4,水母,7,海洋生物大白鲨,14,珊瑚,13,狮子鱼,True,0.99524564,2.0941268e-11,9.593226e-16,5.6658606e-13,0.0040356335,4.8281285e-13,1.5322478e-11,0.00053200504,5.6858516e-07,6.788763e-11,1.9714735e-06,3.4250727e-17,4.4107493e-10,1.7106948e-05,0.0001589594,2.6447957e-08,7.491354e-10,7.874387e-06,1.0938009e-09,1.2347799e-07,4.5392593e-13,3.7773486e-11,1.6766056e-09,3.957159e-13,2.1392221e-10,1.5620888e-09,1.0849892e-12,2.244213e-10,2.6081035e-10,8.812833e-08,6.8650116e-12,2.241741e-09,5.939494e-09
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\21.jpg,0,墨鱼,0,墨鱼,22,虾,15,石头鱼,27,鲟鱼,7,海洋生物大白鲨,True,0.99969137,3.912029e-07,1.670211e-10,7.2657665e-11,5.7411457e-06,4.579063e-07,6.612513e-08,2.2568376e-05,2.7145516e-08,4.3463835e-10,7.500226e-07,6.4473707e-06,2.4339766e-08,8.217398e-06,1.2466345e-08,4.10966e-05,1.5042497e-05,8.9482055e-06,6.1291994e-09,4.3739064e-08,1.3986164e-12,2.8660069e-11,0.00015005367,5.650208e-06,1.5566966e-06,3.6839555e-07,2.113475e-07,2.6445943e-05,3.6339836e-07,8.716423e-06,5.0672393e-06,1.597329e-07,4.103092e-07
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\22.jpg,0,墨鱼,4,水母,0,墨鱼,14,珊瑚,7,海洋生物大白鲨,10,海葵,True,0.47762647,2.814752e-10,5.8914855e-14,1.2998931e-13,0.51791203,3.3651534e-12,5.5236423e-11,0.0008528122,2.0307978e-08,1.293278e-09,0.00054898945,1.912647e-16,1.210779e-09,5.4045206e-05,0.0030033966,1.16127985e-07,2.3662083e-09,8.6762304e-07,4.0981303e-09,4.439852e-08,3.2195518e-12,3.0818043e-10,1.9925854e-07,1.4445827e-11,3.399125e-11,1.3798779e-10,8.874321e-12,1.4689776e-08,4.817279e-09,9.0836323e-07,1.0788489e-08,4.1806192e-08,7.145596e-09
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\23.jpg,0,墨鱼,0,墨鱼,10,海葵,14,珊瑚,4,水母,8,海洋生物海马,True,0.832574,2.647445e-07,5.858553e-11,9.35836e-13,0.018808864,1.7095618e-09,1.1794314e-06,0.00023967098,0.018756673,5.046378e-13,0.103526585,1.4974799e-12,1.4461653e-08,0.00022296798,0.021795379,0.0003283417,1.1537645e-06,0.0026866065,1.424605e-09,3.1266725e-07,1.3882649e-11,1.8819099e-13,0.00079339405,4.129635e-06,2.170738e-06,8.3210626e-11,3.1849172e-06,3.15046e-08,9.403874e-05,0.00015448443,4.0355953e-06,2.1417115e-06,2.8826184e-07
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\24.jpg,0,墨鱼,0,墨鱼,4,水母,7,海洋生物大白鲨,14,珊瑚,13,狮子鱼,True,0.99524564,2.0941268e-11,9.593226e-16,5.6658606e-13,0.0040356335,4.8281285e-13,1.5322478e-11,0.00053200504,5.6858516e-07,6.788763e-11,1.9714735e-06,3.4250727e-17,4.4107493e-10,1.7106948e-05,0.0001589594,2.6447957e-08,7.491354e-10,7.874387e-06,1.0938009e-09,1.2347799e-07,4.5392593e-13,3.7773486e-11,1.6766056e-09,3.957159e-13,2.1392221e-10,1.5620888e-09,1.0849892e-12,2.244213e-10,2.6081035e-10,8.812833e-08,6.8650116e-12,2.241741e-09,5.939494e-09
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\25.jpg,0,墨鱼,0,墨鱼,29,鳄鱼,27,鲟鱼,4,水母,1,寄居蟹,True,0.9235278,0.007817028,4.435878e-09,8.61601e-09,0.01870091,3.6647947e-07,2.9434763e-05,8.16128e-05,3.173523e-06,2.1079171e-07,3.9060324e-06,7.112522e-06,2.4192016e-07,2.6533247e-05,2.2670619e-07,4.5576344e-06,7.088848e-06,0.0009060672,3.2660515e-07,8.7671225e-07,1.2624763e-08,9.325867e-06,0.00054392376,0.00013923457,0.001610717,4.9500428e-05,2.433444e-05,0.02014786,0.0022198753,0.022204485,2.0229369e-05,3.134683e-07,0.0019128722
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\26.jpg,0,墨鱼,0,墨鱼,10,海葵,14,珊瑚,4,水母,8,海洋生物海马,True,0.832574,2.647445e-07,5.858553e-11,9.35836e-13,0.018808864,1.7095618e-09,1.1794314e-06,0.00023967098,0.018756673,5.046378e-13,0.103526585,1.4974799e-12,1.4461653e-08,0.00022296798,0.021795379,0.0003283417,1.1537645e-06,0.0026866065,1.424605e-09,3.1266725e-07,1.3882649e-11,1.8819099e-13,0.00079339405,4.129635e-06,2.170738e-06,8.3210626e-11,3.1849172e-06,3.15046e-08,9.403874e-05,0.00015448443,4.0355953e-06,2.1417115e-06,2.8826184e-07
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\27.jpg,0,墨鱼,0,墨鱼,10,海葵,14,珊瑚,4,水母,8,海洋生物海马,True,0.832574,2.647445e-07,5.858553e-11,9.35836e-13,0.018808864,1.7095618e-09,1.1794314e-06,0.00023967098,0.018756673,5.046378e-13,0.103526585,1.4974799e-12,1.4461653e-08,0.00022296798,0.021795379,0.0003283417,1.1537645e-06,0.0026866065,1.424605e-09,3.1266725e-07,1.3882649e-11,1.8819099e-13,0.00079339405,4.129635e-06,2.170738e-06,8.3210626e-11,3.1849172e-06,3.15046e-08,9.403874e-05,0.00015448443,4.0355953e-06,2.1417115e-06,2.8826184e-07
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\28.jpg,0,墨鱼,0,墨鱼,24,螺类,17,章鱼,22,虾,23,螃蟹,True,0.71494645,0.00014547675,9.3074165e-10,3.3107541e-09,0.00050281535,4.8258485e-08,1.5656895e-05,0.000958317,0.00094553764,1.3306213e-10,2.882182e-06,3.2002824e-08,5.8267556e-06,0.00042630595,0.00012724007,0.00033718176,8.0722595e-05,0.03550404,4.064165e-09,2.6160478e-06,6.2087674e-12,1.2601481e-10,0.0055270516,0.0034737762,0.23504709,0.00013653314,1.4891484e-06,1.3429806e-05,0.00014125758,0.0011856132,1.2457534e-06,1.4480183e-08,0.00047140112
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\3.jpg,0,墨鱼,0,墨鱼,1,寄居蟹,11,海豹,16,石斑鱼,22,虾,True,0.86756796,0.13182391,5.427084e-08,4.2507886e-09,1.0416176e-06,1.5470036e-06,2.3827804e-09,1.8701596e-06,1.7123865e-10,5.6577374e-08,2.5786822e-08,0.00021556222,2.7735265e-09,1.5040919e-06,5.8047417e-10,7.296925e-06,0.00012629577,4.583325e-07,4.5800084e-09,2.2067272e-09,1.6481599e-09,3.5785734e-09,7.315777e-05,9.1021917e-07,2.9066146e-05,2.4319883e-05,2.1025405e-08,6.867216e-05,1.7306056e-07,5.0239043e-05,4.144816e-06,6.73008e-08,1.8072908e-06
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\4.jpg,0,墨鱼,0,墨鱼,7,海洋生物大白鲨,4,水母,28,鲳鱼,17,章鱼,True,0.997456,4.8873335e-06,6.63274e-08,6.052414e-09,0.00019926195,6.4661765e-07,9.881605e-08,0.0019944962,2.8943307e-07,1.5510477e-09,1.527737e-05,2.2307484e-05,3.7204368e-09,2.04081e-05,6.481837e-08,7.9345755e-06,5.3228086e-07,3.8867336e-05,9.217918e-06,9.056264e-06,2.8377591e-09,8.088388e-09,4.424339e-07,5.691511e-07,4.6379722e-07,5.5607356e-06,5.054395e-06,1.5967521e-06,0.00017670846,1.9623452e-05,7.212727e-06,3.2437001e-06,7.233123e-08
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\5.jpg,0,墨鱼,0,墨鱼,4,水母,24,螺类,27,鲟鱼,1,寄居蟹,True,0.99297935,0.00013042636,3.5682887e-10,1.1888279e-12,0.0064340425,2.3628728e-09,4.2705565e-08,3.4784805e-06,1.6237726e-09,9.735633e-09,3.1369622e-05,2.7104115e-09,5.4401323e-09,1.7951821e-07,2.564444e-05,4.5114975e-06,2.7274696e-06,9.664192e-07,3.1499305e-09,7.9794546e-08,1.987883e-13,2.5459057e-08,2.5182737e-06,9.865755e-09,0.0001591699,5.56113e-08,8.6966315e-07,0.0001310615,1.5137363e-05,7.127824e-05,2.419541e-07,4.949856e-10,6.738723e-06
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\6.jpg,0,墨鱼,0,墨鱼,17,章鱼,29,鳄鱼,15,石头鱼,7,海洋生物大白鲨,True,0.99047875,0.00020471607,2.1706166e-08,7.394276e-11,0.00024242129,7.0493866e-07,1.9066537e-06,0.000393241,6.475349e-07,1.2312511e-08,1.520528e-05,1.0115408e-08,2.3696835e-07,2.2950367e-06,0.0003469375,0.00083749485,0.00028321872,0.0052283835,3.780719e-08,3.7774253e-06,1.12638275e-11,2.400277e-11,2.2926226e-05,3.2761832e-06,7.701183e-05,1.4879226e-08,2.2969514e-05,9.6973454e-05,8.402244e-05,0.0016236523,1.7915412e-05,3.587756e-08,1.1122426e-05
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\7.jpg,0,墨鱼,0,墨鱼,17,章鱼,29,鳄鱼,15,石头鱼,7,海洋生物大白鲨,True,0.99047875,0.00020471607,2.1706166e-08,7.394276e-11,0.00024242129,7.0493866e-07,1.9066537e-06,0.000393241,6.475349e-07,1.2312511e-08,1.520528e-05,1.0115408e-08,2.3696835e-07,2.2950367e-06,0.0003469375,0.00083749485,0.00028321872,0.0052283835,3.780719e-08,3.7774253e-06,1.12638275e-11,2.400277e-11,2.2926226e-05,3.2761832e-06,7.701183e-05,1.4879226e-08,2.2969514e-05,9.6973454e-05,8.402244e-05,0.0016236523,1.7915412e-05,3.587756e-08,1.1122426e-05
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\8.jpg,0,墨鱼,0,墨鱼,4,水母,24,螺类,27,鲟鱼,1,寄居蟹,True,0.99297935,0.00013042636,3.5682887e-10,1.1888279e-12,0.0064340425,2.3628728e-09,4.2705565e-08,3.4784805e-06,1.6237726e-09,9.735633e-09,3.1369622e-05,2.7104115e-09,5.4401323e-09,1.7951821e-07,2.564444e-05,4.5114975e-06,2.7274696e-06,9.664192e-07,3.1499305e-09,7.9794546e-08,1.987883e-13,2.5459057e-08,2.5182737e-06,9.865755e-09,0.0001591699,5.56113e-08,8.6966315e-07,0.0001310615,1.5137363e-05,7.127824e-05,2.419541e-07,4.949856e-10,6.738723e-06
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\9.jpg,0,墨鱼,0,墨鱼,22,虾,15,石头鱼,27,鲟鱼,7,海洋生物大白鲨,True,0.99969137,3.912029e-07,1.670211e-10,7.2657665e-11,5.7411457e-06,4.579063e-07,6.612513e-08,2.2568376e-05,2.7145516e-08,4.3463835e-10,7.500226e-07,6.4473707e-06,2.4339766e-08,8.217398e-06,1.2466345e-08,4.10966e-05,1.5042497e-05,8.9482055e-06,6.1291994e-09,4.3739064e-08,1.3986164e-12,2.8660069e-11,0.00015005367,5.650208e-06,1.5566966e-06,3.6839555e-07,2.113475e-07,2.6445943e-05,3.6339836e-07,8.716423e-06,5.0672393e-06,1.597329e-07,4.103092e-07
../海洋生物图片采集/LifeBelowWater_dataset/test\寄居蟹\0.jpg,1,寄居蟹,1,寄居蟹,23,螃蟹,17,章鱼,22,虾,24,螺类,True,4.1609632e-11,0.9998832,1.1877842e-12,1.1999733e-09,2.1621118e-11,1.8873045e-09,6.853402e-11,1.0406262e-12,1.0667909e-11,4.8146656e-18,2.8244e-10,1.7785546e-12,1.248111e-08,3.4030948e-11,9.0742766e-08,2.876398e-08,6.883777e-09,1.873502e-05,3.9440052e-13,2.1045207e-13,2.770954e-18,4.7911778e-14,9.213099e-06,8.389242e-05,3.669267e-06,1.01368e-06,1.8192323e-12,7.1508717e-13,2.0683832e-09,1.1528405e-07,1.9294257e-11,3.364579e-10,7.749905e-09
../海洋生物图片采集/LifeBelowWater_dataset/test\寄居蟹\1.jpg,1,寄居蟹,1,寄居蟹,24,螺类,15,石头鱼,23,螃蟹,17,章鱼,True,5.3096887e-08,0.99971837,1.5590972e-09,3.783674e-10,4.3469464e-11,1.5622833e-08,3.0517676e-12,3.450792e-12,1.6365872e-12,3.1153745e-15,2.916866e-11,3.7027142e-10,3.795664e-07,2.292743e-11,1.7343238e-08,0.000102361046,1.6069899e-06,5.7066377e-06,9.464983e-12,6.299535e-11,4.798409e-21,5.6102285e-14,8.392443e-07,1.2562443e-05,0.0001566353,5.8544686e-07,2.0968893e-10,7.109676e-08,1.0536108e-09,6.86903e-07,1.14960125e-10,1.8519417e-11,3.008016e-08
../海洋生物图片采集/LifeBelowWater_dataset/test\寄居蟹\10.jpg,1,寄居蟹,1,寄居蟹,11,海豹,22,虾,23,螃蟹,29,鳄鱼,True,1.4513076e-05,0.9871933,2.6118083e-05,4.4879838e-09,6.783833e-10,7.7040846e-07,4.638914e-10,1.666431e-10,3.9453033e-13,3.157058e-13,3.4019235e-11,0.0056127366,7.7098576e-08,1.4033492e-08,1.067115e-08,6.75817e-07,7.064806e-07,3.7985366e-08,1.5958429e-11,5.9208844e-13,8.4732385e-17,9.3762434e-14,0.004077329,0.0020312164,2.4158528e-05,3.620345e-09,4.3588036e-10,2.2437118e-06,7.615498e-09,0.001014852,1.2852447e-06,5.1594538e-09,4.1392564e-10
../海洋生物图片采集/LifeBelowWater_dataset/test\寄居蟹\11.jpg,1,寄居蟹,1,寄居蟹,16,石斑鱼,23,螃蟹,24,螺类,15,石头鱼,True,2.8492111e-06,0.9866681,7.3757374e-06,8.528974e-08,4.3031505e-11,0.00014227572,5.358747e-12,5.0455617e-09,9.7686074e-14,2.4974375e-10,1.2668069e-09,2.8059533e-06,1.4893262e-05,1.9469859e-07,3.3300853e-07,0.0006588856,0.009459131,5.2001786e-05,5.5718403e-09,4.2600035e-09,8.972037e-16,1.7162638e-12,2.871688e-07,0.0019267177,0.00074513315,1.3159476e-05,8.089434e-09,0.00029539876,2.7135931e-09,9.820891e-06,2.3419343e-08,7.2685475e-09,3.8048543e-07
../海洋生物图片采集/LifeBelowWater_dataset/test\寄居蟹\12.jpg,1,寄居蟹,1,寄居蟹,22,虾,17,章鱼,23,螃蟹,0,墨鱼,True,0.00080647494,0.9807314,5.27881e-05,7.4202234e-07,5.750357e-06,2.6368954e-05,1.2235057e-06,4.326892e-08,6.7499975e-08,2.2023728e-12,8.8012854e-07,2.534776e-06,1.5692372e-07,0.00010298669,1.3505345e-07,1.3127159e-05,1.9253415e-05,0.0041363877,6.283663e-09,4.1403414e-08,6.1312764e-14,7.3598024e-11,0.01048892,0.0032805523,2.7228733e-05,0.00011611406,9.769748e-09,7.907624e-06,8.535144e-07,0.00015881461,9.535122e-06,8.383837e-06,1.3269939e-06
../海洋生物图片采集/LifeBelowWater_dataset/test\寄居蟹\13.jpg,1,寄居蟹,1,寄居蟹,24,螺类,23,螃蟹,25,金鱼,22,虾,True,1.5323813e-08,0.990785,8.352407e-11,3.6135447e-08,7.0430606e-10,2.6497017e-07,5.941319e-12,6.4575983e-12,1.7272457e-12,1.304325e-13,1.5527987e-10,3.759775e-10,2.4839358e-07,1.8940131e-10,4.3004004e-08,1.408883e-07,2.8423545e-07,1.6953548e-07,7.575011e-12,1.318212e-11,3.3512147e-18,1.2095151e-13,1.8825396e-05,0.002588218,0.006537921,6.8578694e-05,1.03289655e-10,9.29227e-09,6.983697e-09,6.287553e-08,2.997108e-10,5.3410967e-11,1.7948264e-07
../海洋生物图片采集/LifeBelowWater_dataset/test\寄居蟹\14.jpg,1,寄居蟹,1,寄居蟹,17,章鱼,23,螃蟹,15,石头鱼,29,鳄鱼,True,4.2366718e-12,0.9999784,9.275875e-10,7.6423623e-10,4.700119e-11,2.1794162e-09,2.7825927e-12,4.5174013e-13,4.679891e-12,2.1282708e-18,7.92266e-10,6.976406e-13,3.8757356e-08,1.1804954e-09,8.0476115e-09,1.6974649e-06,7.175577e-08,1.4287253e-05,5.46706e-12,3.636922e-10,2.464873e-20,1.8631241e-15,7.022426e-07,3.5563346e-06,1.0133338e-08,2.3524805e-07,7.961924e-14,2.3347477e-11,2.582429e-10,9.255902e-07,5.835756e-10,1.6574307e-09,5.7455143e-09
