图片路径,图片种类编号,图片种类名称,top-1-预测编号,top-1-预测名称,top-2-预测编号,top-2-预测名称,top-3-预测编号,top-3-预测名称,top-4-预测编号,top-4-预测名称,top-5-预测编号,top-5-预测名称,种类是否存在于预测top_5中(1/0),墨鱼-预测置信度,寄居蟹-预测置信度,射水鱼-预测置信度,小丑鱼-预测置信度,水母-预测置信度,河豚-预测置信度,海星-预测置信度,海洋生物大白鲨-预测置信度,海洋生物海马-预测置信度,海洋生物鲸鲨-预测置信度,海葵-预测置信度,海豹-预测置信度,海龟-预测置信度,狮子鱼-预测置信度,珊瑚-预测置信度,石头鱼-预测置信度,石斑鱼-预测置信度,章鱼-预测置信度,红尾鲶鱼-预测置信度,蓝吊鱼-预测置信度,蓝鲸-预测置信度,虎鲸-预测置信度,虾-预测置信度,螃蟹-预测置信度,螺类-预测置信度,金鱼-预测置信度,鲈鱼-预测置信度,鲟鱼-预测置信度,鲳鱼-预测置信度,鳄鱼-预测置信度,鳗鱼-预测置信度,黄尾副刺尾鱼-预测置信度,龙虾-预测置信度
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\18.jpg,0,墨鱼,0,墨鱼,32,龙虾,8,海洋生物海马,28,鲳鱼,7,海洋生物大白鲨,True,0.9951115,6.755019e-07,1.2161948e-13,4.2156903e-12,6.735194e-05,3.1187333e-13,4.358817e-06,0.00016977209,0.00025228437,9.622177e-10,2.0576e-07,1.0964476e-10,1.0237535e-10,7.1081494e-08,1.4187056e-10,5.0283436e-08,2.1961132e-08,7.132725e-06,6.8150494e-12,4.4111962e-07,1.0553528e-10,4.038053e-08,7.3370393e-06,5.003085e-09,4.9100898e-05,1.7369363e-09,6.858774e-08,2.0354842e-06,0.00018070076,0.00010823673,4.043604e-07,1.6301235e-09,0.0040381653
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\19.jpg,0,墨鱼,0,墨鱼,29,鳄鱼,26,鲈鱼,10,海葵,27,鲟鱼,True,0.93574065,1.52795e-06,1.17329705e-07,1.3846692e-11,4.61509e-05,9.534199e-08,2.8883053e-07,0.000103195365,5.679641e-07,2.4155051e-09,0.0015126807,8.7796354e-07,3.7103626e-07,1.4190053e-06,7.3233336e-06,2.5726265e-05,0.00024140789,1.9559398e-07,2.0591517e-05,2.908829e-06,7.3825976e-07,1.9358285e-06,1.9597603e-05,4.3594643e-09,1.2694233e-07,8.8135437e-07,0.008358103,0.0005985964,7.2153637e-07,0.053312294,7.9674635e-07,1.4925371e-07,9.68646e-09
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\2.jpg,0,墨鱼,0,墨鱼,32,龙虾,7,海洋生物大白鲨,27,鲟鱼,8,海洋生物海马,True,0.99988234,1.7502014e-08,9.235781e-13,1.2959614e-12,8.574582e-08,3.24037e-13,1.1655514e-07,2.781444e-05,1.026568e-05,7.0895323e-10,5.903599e-09,4.907742e-10,5.5479434e-11,1.8220566e-09,7.309526e-11,5.171832e-08,3.1401044e-06,1.3391167e-07,1.5479417e-12,4.5143196e-07,3.5832514e-11,9.043779e-10,1.1648053e-06,4.872116e-09,1.7440833e-06,5.999985e-10,4.492031e-07,1.1991066e-05,2.1801405e-07,3.3218503e-06,9.013871e-09,8.979662e-11,5.6583987e-05
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\20.jpg,0,墨鱼,0,墨鱼,4,水母,14,珊瑚,7,海洋生物大白鲨,10,海葵,True,0.91268915,6.173589e-11,4.8625854e-14,1.9296347e-13,0.08685865,4.1277604e-10,2.1717808e-07,6.898451e-05,3.209791e-07,1.4397205e-05,2.1938362e-05,4.0228687e-10,2.0412541e-07,5.3092763e-06,0.00031865333,4.1058374e-06,1.6016296e-08,5.823119e-06,4.6481812e-08,3.9075635e-06,2.5512135e-08,3.3317709e-09,4.1665473e-08,9.423092e-13,3.9618488e-08,2.0063479e-11,3.0886496e-10,3.2117356e-07,2.3757776e-10,3.264371e-08,6.5217634e-08,7.768873e-06,9.946503e-10
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\21.jpg,0,墨鱼,0,墨鱼,22,虾,16,石斑鱼,10,海葵,27,鲟鱼,True,0.99999845,2.7628124e-11,2.6090527e-14,6.137937e-17,1.0703515e-09,2.2248793e-10,6.1814355e-08,5.7031375e-08,5.458394e-09,1.2828741e-13,1.18005644e-07,2.5445221e-08,1.9536088e-11,1.4545871e-11,1.5872255e-10,7.120571e-08,1.7848765e-07,3.2352038e-11,3.0230132e-13,1.6995291e-09,2.4175754e-15,8.704796e-15,9.474116e-07,1.055002e-09,3.3572867e-10,9.0018406e-13,6.149356e-08,7.744153e-08,7.4008266e-10,1.5695666e-09,2.8235743e-09,8.1243313e-13,1.0318232e-10
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\22.jpg,0,墨鱼,0,墨鱼,4,水母,14,珊瑚,7,海洋生物大白鲨,30,鳗鱼,True,0.9734914,5.4665994e-11,4.7002854e-15,5.490141e-15,0.026345424,2.0229073e-10,5.0505786e-09,4.0507028e-05,7.268396e-09,3.964791e-06,1.6704946e-05,8.119632e-11,1.2250828e-09,9.189608e-08,6.409415e-05,1.1832075e-07,9.336669e-09,2.3040973e-07,2.380361e-09,6.330313e-06,2.6362572e-09,1.7296318e-09,5.288859e-07,1.1109354e-11,7.570108e-10,7.216355e-14,6.342673e-11,9.3514e-07,2.281953e-08,2.3054974e-07,2.7317305e-05,2.1326464e-06,5.087609e-09
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\23.jpg,0,墨鱼,0,墨鱼,22,虾,10,海葵,14,珊瑚,8,海洋生物海马,True,0.9999995,3.7625363e-12,5.2703334e-15,9.6393325e-18,4.718457e-09,1.7526279e-12,1.2322292e-09,2.902997e-08,3.0434755e-08,3.532672e-14,1.7689476e-07,1.4352735e-13,2.997319e-12,5.6453336e-14,3.6983664e-08,1.5229885e-08,2.0699698e-09,1.0732636e-09,3.5505492e-12,1.4458671e-11,1.7144568e-15,3.0962135e-15,2.4244014e-07,1.1698481e-10,5.964644e-09,1.4772483e-17,1.6246109e-09,1.210081e-10,1.2080126e-10,2.4856625e-11,1.584675e-09,1.4747977e-11,1.6332924e-12
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\24.jpg,0,墨鱼,0,墨鱼,4,水母,14,珊瑚,7,海洋生物大白鲨,10,海葵,True,0.91268915,6.173589e-11,4.8625854e-14,1.9296347e-13,0.08685865,4.1277604e-10,2.1717808e-07,6.898451e-05,3.209791e-07,1.4397205e-05,2.1938362e-05,4.0228687e-10,2.0412541e-07,5.3092763e-06,0.00031865333,4.1058374e-06,1.6016296e-08,5.823119e-06,4.6481812e-08,3.9075635e-06,2.5512135e-08,3.3317709e-09,4.1665473e-08,9.423092e-13,3.9618488e-08,2.0063479e-11,3.0886496e-10,3.2117356e-07,2.3757776e-10,3.264371e-08,6.5217634e-08,7.768873e-06,9.946503e-10
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\25.jpg,0,墨鱼,0,墨鱼,32,龙虾,8,海洋生物海马,28,鲳鱼,7,海洋生物大白鲨,True,0.9951115,6.755019e-07,1.2161948e-13,4.2156903e-12,6.735194e-05,3.1187333e-13,4.358817e-06,0.00016977209,0.00025228437,9.622177e-10,2.0576e-07,1.0964476e-10,1.0237535e-10,7.1081494e-08,1.4187056e-10,5.0283436e-08,2.1961132e-08,7.132725e-06,6.8150494e-12,4.4111962e-07,1.0553528e-10,4.038053e-08,7.3370393e-06,5.003085e-09,4.9100898e-05,1.7369363e-09,6.858774e-08,2.0354842e-06,0.00018070076,0.00010823673,4.043604e-07,1.6301235e-09,0.0040381653
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\26.jpg,0,墨鱼,0,墨鱼,22,虾,10,海葵,14,珊瑚,8,海洋生物海马,True,0.9999995,3.7625363e-12,5.2703334e-15,9.6393325e-18,4.718457e-09,1.7526279e-12,1.2322292e-09,2.902997e-08,3.0434755e-08,3.532672e-14,1.7689476e-07,1.4352735e-13,2.997319e-12,5.6453336e-14,3.6983664e-08,1.5229885e-08,2.0699698e-09,1.0732636e-09,3.5505492e-12,1.4458671e-11,1.7144568e-15,3.0962135e-15,2.4244014e-07,1.1698481e-10,5.964644e-09,1.4772483e-17,1.6246109e-09,1.210081e-10,1.2080126e-10,2.4856625e-11,1.584675e-09,1.4747977e-11,1.6332924e-12
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\27.jpg,0,墨鱼,0,墨鱼,22,虾,10,海葵,14,珊瑚,8,海洋生物海马,True,0.9999995,3.7625363e-12,5.2703334e-15,9.6393325e-18,4.718457e-09,1.7526279e-12,1.2322292e-09,2.902997e-08,3.0434755e-08,3.532672e-14,1.7689476e-07,1.4352735e-13,2.997319e-12,5.6453336e-14,3.6983664e-08,1.5229885e-08,2.0699698e-09,1.0732636e-09,3.5505492e-12,1.4458671e-11,1.7144568e-15,3.0962135e-15,2.4244014e-07,1.1698481e-10,5.964644e-09,1.4772483e-17,1.6246109e-09,1.210081e-10,1.2080126e-10,2.4856625e-11,1.584675e-09,1.4747977e-11,1.6332924e-12
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\28.jpg,0,墨鱼,0,墨鱼,22,虾,24,螺类,23,螃蟹,7,海洋生物大白鲨,True,0.99966896,1.0768412e-09,1.7216856e-14,4.1285575e-14,5.2419573e-08,9.741802e-13,2.278561e-08,5.5580313e-06,2.1432531e-06,1.2498557e-13,1.9876538e-08,6.488834e-09,1.1954555e-10,3.8590714e-11,9.31879e-09,4.4846416e-08,8.863892e-09,7.8023226e-07,1.7973942e-13,3.8255454e-10,3.1037488e-12,3.534673e-13,0.00029880455,6.931358e-06,1.6279957e-05,1.5466057e-11,4.4898343e-09,1.2474201e-08,2.9132028e-07,7.5464673e-10,2.4268423e-09,6.142748e-11,5.814926e-08
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\3.jpg,0,墨鱼,0,墨鱼,26,鲈鱼,11,海豹,1,寄居蟹,29,鳄鱼,True,0.9994343,1.0961312e-06,1.7071072e-11,1.4855975e-12,4.3547284e-12,4.213446e-11,1.5579536e-08,2.4927327e-09,1.206852e-08,6.932638e-14,7.92478e-15,5.1035026e-06,1.8768019e-14,2.2398314e-12,4.0232134e-15,5.7612493e-08,2.1957071e-10,3.3956876e-11,9.275701e-12,2.3350377e-09,2.847573e-12,3.8105756e-12,4.1224455e-09,1.0212762e-13,1.6779666e-11,2.013465e-10,0.0005583332,8.010729e-09,2.0395648e-08,1.0575646e-06,2.7277602e-09,3.0324862e-12,1.0993534e-10
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\4.jpg,0,墨鱼,0,墨鱼,26,鲈鱼,6,海星,11,海豹,28,鲳鱼,True,0.9924567,3.7595288e-07,1.3649615e-09,8.396181e-12,1.2851623e-08,1.7691624e-06,0.0003333488,3.8220118e-05,4.7806185e-07,1.7034834e-11,1.6265499e-09,0.00029627443,4.3251114e-11,1.8189205e-09,1.7141487e-10,3.5875453e-07,7.3207035e-10,2.369282e-08,5.3176016e-08,5.0450147e-08,1.1993787e-10,2.173054e-10,4.1406201e-07,2.895172e-10,2.274811e-09,7.894372e-09,0.006746166,3.4253745e-08,0.00012382056,1.4917148e-06,4.1699246e-07,1.7707218e-10,6.786977e-10
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\5.jpg,0,墨鱼,0,墨鱼,32,龙虾,7,海洋生物大白鲨,8,海洋生物海马,27,鲟鱼,True,0.9998865,6.626845e-09,3.895624e-13,3.4746606e-13,1.05266004e-07,9.551318e-14,1.2666833e-07,3.496684e-05,9.003021e-06,2.5139701e-10,1.0698322e-08,1.2991161e-10,2.2966391e-11,3.4196368e-09,6.381969e-11,3.0526248e-08,1.8868208e-06,8.564729e-08,5.7264637e-13,3.187309e-07,7.454403e-12,6.194073e-10,5.0607645e-07,1.626064e-09,8.3774444e-07,1.753137e-10,7.9078845e-08,5.0203876e-06,8.985488e-08,1.7790715e-06,5.272509e-09,4.5789608e-11,5.8539517e-05
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\6.jpg,0,墨鱼,0,墨鱼,22,虾,28,鲳鱼,26,鲈鱼,16,石斑鱼,True,0.9999975,3.2685292e-09,3.6677895e-14,5.0243506e-17,1.091213e-10,1.10449073e-10,9.449629e-10,1.4521041e-08,4.9765475e-10,2.5552678e-12,9.047624e-12,2.8718706e-11,3.1856943e-14,8.5131575e-14,4.2582257e-10,1.0931153e-09,1.5283076e-08,2.84718e-11,2.0811837e-14,4.4024223e-10,5.2698377e-16,6.8866505e-17,2.2673923e-06,2.8203084e-10,2.5589297e-09,1.843625e-15,6.115861e-08,3.858106e-09,1.0834416e-07,9.4705195e-11,8.49357e-09,4.621601e-13,9.916334e-11
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\7.jpg,0,墨鱼,0,墨鱼,22,虾,28,鲳鱼,26,鲈鱼,16,石斑鱼,True,0.9999975,3.2685292e-09,3.6677895e-14,5.0243506e-17,1.091213e-10,1.10449073e-10,9.449629e-10,1.4521041e-08,4.9765475e-10,2.5552678e-12,9.047624e-12,2.8718706e-11,3.1856943e-14,8.5131575e-14,4.2582257e-10,1.0931153e-09,1.5283076e-08,2.84718e-11,2.0811837e-14,4.4024223e-10,5.2698377e-16,6.8866505e-17,2.2673923e-06,2.8203084e-10,2.5589297e-09,1.843625e-15,6.115861e-08,3.858106e-09,1.0834416e-07,9.4705195e-11,8.49357e-09,4.621601e-13,9.916334e-11
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\8.jpg,0,墨鱼,0,墨鱼,32,龙虾,7,海洋生物大白鲨,8,海洋生物海马,27,鲟鱼,True,0.9998865,6.626845e-09,3.895624e-13,3.4746606e-13,1.05266004e-07,9.551318e-14,1.2666833e-07,3.496684e-05,9.003021e-06,2.5139701e-10,1.0698322e-08,1.2991161e-10,2.2966391e-11,3.4196368e-09,6.381969e-11,3.0526248e-08,1.8868208e-06,8.564729e-08,5.7264637e-13,3.187309e-07,7.454403e-12,6.194073e-10,5.0607645e-07,1.626064e-09,8.3774444e-07,1.753137e-10,7.9078845e-08,5.0203876e-06,8.985488e-08,1.7790715e-06,5.272509e-09,4.5789608e-11,5.8539517e-05
../海洋生物图片采集/LifeBelowWater_dataset/test\墨鱼\9.jpg,0,墨鱼,0,墨鱼,22,虾,16,石斑鱼,10,海葵,27,鲟鱼,True,0.99999845,2.7628124e-11,2.6090527e-14,6.137937e-17,1.0703515e-09,2.2248793e-10,6.1814355e-08,5.7031375e-08,5.458394e-09,1.2828741e-13,1.18005644e-07,2.5445221e-08,1.9536088e-11,1.4545871e-11,1.5872255e-10,7.120571e-08,1.7848765e-07,3.2352038e-11,3.0230132e-13,1.6995291e-09,2.4175754e-15,8.704796e-15,9.474116e-07,1.055002e-09,3.3572867e-10,9.0018406e-13,6.149356e-08,7.744153e-08,7.4008266e-10,1.5695666e-09,2.8235743e-09,8.1243313e-13,1.0318232e-10
../海洋生物图片采集/LifeBelowWater_dataset/test\寄居蟹\0.jpg,1,寄居蟹,1,寄居蟹,23,螃蟹,15,石头鱼,14,珊瑚,22,虾,True,4.4649267e-09,0.99820065,5.804126e-12,8.4775614e-10,1.8898476e-09,4.1773727e-09,4.5209413e-07,3.1284556e-10,1.5167957e-09,4.7083766e-14,4.0556746e-12,2.6531887e-07,5.193349e-07,9.210097e-11,4.278205e-06,0.000109598695,1.9868517e-08,3.7312088e-07,4.5358965e-09,8.0968426e-11,2.6416666e-12,5.100137e-09,3.169308e-06,0.0016769094,1.0260204e-06,1.9351635e-08,3.329417e-10,4.9022825e-10,1.537372e-07,2.2913432e-06,2.993953e-09,7.401806e-11,2.800186e-07
../海洋生物图片采集/LifeBelowWater_dataset/test\寄居蟹\1.jpg,1,寄居蟹,1,寄居蟹,23,螃蟹,15,石头鱼,24,螺类,0,墨鱼,True,1.3784436e-06,0.9998073,2.9956458e-12,6.8134304e-11,2.1149579e-11,1.3100107e-10,2.473902e-10,4.1258737e-12,5.8386207e-10,5.446363e-15,3.0515426e-13,1.253321e-09,1.9767967e-09,2.468127e-11,1.7921801e-08,4.8367205e-05,1.3609642e-07,1.3773028e-08,8.530114e-14,1.16148216e-10,3.2982583e-17,1.5363822e-14,1.0620594e-06,9.637654e-05,4.4972832e-05,2.0873031e-10,1.2713193e-11,9.633113e-09,4.7700716e-10,1.7059337e-08,1.7244662e-12,1.2716629e-12,3.251928e-07
../海洋生物图片采集/LifeBelowWater_dataset/test\寄居蟹\10.jpg,1,寄居蟹,1,寄居蟹,23,螃蟹,24,螺类,16,石斑鱼,11,海豹,True,4.497718e-09,0.99999094,3.4048855e-10,4.5786157e-12,1.118201e-12,1.2841695e-09,1.1326188e-09,8.477664e-14,5.228425e-12,4.577598e-14,7.133889e-17,2.6774197e-07,3.438806e-09,2.2206993e-10,1.0034464e-09,1.1021172e-08,3.8392375e-07,2.8629505e-13,1.2988514e-12,8.665375e-14,8.1635174e-18,1.2235204e-13,4.740563e-09,4.8987354e-06,3.525356e-06,1.15286565e-11,1.649102e-12,3.979824e-11,4.588077e-11,2.6522006e-08,4.311166e-12,1.333774e-14,2.7140146e-11
../海洋生物图片采集/LifeBelowWater_dataset/test\寄居蟹\11.jpg,1,寄居蟹,1,寄居蟹,15,石头鱼,16,石斑鱼,23,螃蟹,27,鲟鱼,True,5.853103e-07,0.99672675,1.0322413e-08,1.8956333e-08,1.2434117e-12,1.9104344e-07,2.4996314e-08,3.5935524e-10,6.9742467e-12,3.4168106e-13,3.16423e-10,3.4741945e-09,3.4634693e-09,8.292493e-08,6.685793e-07,0.002205259,0.0009927064,7.7263246e-07,2.076155e-09,4.397216e-09,5.544576e-15,9.55813e-13,8.494674e-10,4.623748e-05,2.896959e-06,6.69302e-09,9.959758e-13,2.3043338e-05,9.836976e-11,2.247089e-07,5.1213616e-09,1.7927677e-09,4.212882e-07
../海洋生物图片采集/LifeBelowWater_dataset/test\寄居蟹\12.jpg,1,寄居蟹,1,寄居蟹,23,螃蟹,24,螺类,17,章鱼,15,石头鱼,True,5.7992075e-08,0.9998785,1.39082e-08,2.0201389e-10,1.3988738e-07,1.7826126e-07,6.526744e-08,8.305258e-11,1.5939413e-08,9.813564e-13,1.9710808e-11,4.4486272e-09,1.4893029e-08,3.533891e-09,1.2654398e-06,2.0504044e-06,8.8480505e-08,3.2892858e-06,1.2062806e-09,3.837788e-09,1.906789e-15,1.4721653e-12,3.9614068e-07,6.860703e-05,4.467513e-05,4.5486455e-09,9.491313e-10,5.2760076e-09,2.745311e-07,2.8595596e-07,6.8849626e-10,2.8295293e-11,1.1706021e-09
